,cohort,founderImage,founders,id,logo,name,projectDescription,projectLocation,projectStatus,sector,website
44,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Rostislav Doganov', 'founderName': 'Rostislav Doganov'}, {'col1': 'Natarajan Srinivasan', 'founderName': 'Natarajan Srinivasan'}]",1678,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/involt.png,INVOLT,"<p><strong>INVOLT</strong> is developing the next-generation energy storage, using the inherent advantages of supercapacitor technology. This will pave the way for an accelerated adoption of renewables as primary energy sources in the future power grid. Existing battery technologies are not a durable and cost-effective solution.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Energy', 'value': 'energy', 'selected': True}",http://involt.sg/
45,"{'label': 'EF6 (London)', 'value': 'ef6London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-1.45.54-PM.png,"[{'col1': 'Peter Kecskemethy', 'founderName': 'Peter Kecskemethy'}, {'col1': 'Tobias Rijken', 'founderName': 'Tobias Rijken'}]",355,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Khieron.png,Kheiron Medical,"<p><strong></strong><strong>Kheiron’s</strong> Machine Learning technology makes cancer diagnoses faster, easier, cheaper and more accurate. Our tailored application of Machine Learning, Kheiron can save up to 60% of a radiologist’s time. Our Deep Learning algorithms analyse medical images accurately and consistently and our software uses the analysis results to enable the automation of radiology reporting tasks. </p>
<p><br /></p>
<p><strong>Peter Kecskemethy</strong> has a CS background, did a postdoc and PhD in High Performance Computing and Statistical Genetics at Oxford, has worked at 4 startups and previously founded a related teleradiology startup. He comes from a family of doctors.</p>
<p><br /></p>
<p><strong>Tobias Rijken</strong> has an MSc in Computational Statistics and Machine Learning from UCL with a Deep Learning focus. He was a Machine Learning scientist at Stratified Medical applying Deep Learning in the pharmaceutical industry. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://www.kheironmed.com/
46,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Abhishek Agrawal', 'founderName': 'Abhishek Agrawal'}, {'col1': 'Mahdi Rasouli', 'founderName': 'Mahdi Rasouli'}, {'col1': 'Jagjit Singh', 'founderName': 'Jagjit Singh'}]",1684,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Kinexcs.jpg,Kinexcs,"<p><span class=""s1""><strong>Kinexcs</strong> is a building state-of-the-art monitoring products for the physical rehabilitation industry. We combine advanced sensor technology with intuitive software platforms to ease remote patient-clinician interaction and provide actionable clinical data for timely intervention. This makes recovery up-to 40% faster while improving patient compliance, raising clinician productivity by up-to 1.5x.</span><span class=""s2"">
</span></p>
<p><span class=""s2"">
</span></p>
<p><span class=""s2""></span>
</p><p>
</p><p><span class=""s1""><strong>Abhishek Agrawal</strong> (CEO) has previously worked in high precision manufacturing sector, where he built monitoring solutions used by companies such as Foxconn, Boeing and Airbus. He has also worked on implantable medical devices and sensor design. He possesses a joint masters in biomedical engineering from Nanyang Technological University and Birla Institute of Technology and Science, Pilani.</span></p>
<p><span class=""s2""></span>
</p><p>
</p><p><span class=""s1""><strong>Mahdi Rasouli</strong> (CTO) has rich experience with force and tactile sensors, which have earned him accolades such as Medtronic Industry Choice Award. He received his PhD in biomedical engineering from National University of Singapore and possesses more than 15 years of research experience. </span></p>
<p><span class=""s2""></span>
</p><p>
</p><p><span class=""s2""><strong>Jagjit Singh</strong> (COO) He worked at Boston Consulting Group and as a General Manager of MOOG, where he managed 250 employees and more than $100 million in annual sales. He holds an MBA degree from University of North Carolina - Chapel Hill.</span></p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://www.kinexcs.com/
47,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Kiroku.png,"[{'col1': 'Hannah Burrow', 'founderName': 'Hannah Burrow'}, {'col1': 'Jay Shah', 'founderName': 'Jay Shah'}]",1623,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Kiroku.png,Kiroku,"<p><strong>Kiroku</strong> is like having an expert writing your notes for you. We are developing technology that understands conversation and derives actionable information.  We combine speech recognition with natural language understanding and intelligent translation. We are starting with the dental market, where we could potentially save $40bn worldwide.<br /></p>
<p><strong><br /></strong></p>
<p><strong>Hannah Burrow </strong>qualified as a dentist from the University of Bristol. Since then, she has worked in practice, hospitals, and at Public Health England. While in practice she optimised her workflow by developing educational software for patients. <br /><br /></p>
<p><strong>Jay Shah </strong>has a Master’s in Natural Language Processing and Machine Learning from the University of Cambridge. At Cambridge, he built six NLP systems and performed research into language contextualisation and information extraction.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://trykiroku.com/
48,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/KK.png,"[{'col1': 'Hossein Nejati', 'founderName': 'Hossein Nejati'}, {'col1': 'Ali Aladdin', 'founderName': 'Ali Aladdin'}]",357,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/KroniKare.png,KroniKare,"<p><strong>KroniKare</strong> provides a platform for automatic and non-invasive chronic wound assessment, as well as tracking, predicting, and data-driven reporting. Chronic wounds (wounds that do not heal for at least 3 months) are a rapidly growing problem that is common in patients with diabetes, obesity, cardio-vascular diseases, and aging population, costing more than $250 billion worldwide. KroniKare's platform runs on a normal smartphone and mimics how a medical professional examines and reports on a chronic wound faster and more accurately.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://www.kronikare.com/
49,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Kue.png,"[{'col1': 'Saul Frank', 'founderName': 'Saul Frank'}]",1625,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Kue.png,Kue,"<p><strong>Kue </strong>reinvents consumer credit and changes how we purchase. Current retail credit options are terrible. In-store financing is slow, painful, and confusing. Kue is a consumer friendly credit product that provides an affordable monthly payment plan for any product. We are a fully FCA regulated bespoke lending engine, complete with integrated payments and credit analysis.</p>
<p><br /></p>
<p><strong>Saul Frank </strong>has focussed on payments, credit, and analytics throughout his career in the banking and retail industries. He managed the build of a big data platform at Sainsbury’s and was Head of Information Services at RBS Commercial where he conceptualised analytics for £3 trillion of payments across digital channels. This is not his first startup. He previously founded YayPay Inc, an automated accounts receivable platform for US SMEs. Saul also trained as a Chartered Accountant (South Africa) and as a hobby project, started and grew the business listings website callupcontact.com to 5 million annual viewers. <br /></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",https://www.getkue.com/
50,"{'label': 'EF3 (London)', 'value': 'ef3London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_4_170628_110141.png,"[{'col1': 'Francis Larson', 'founderName': 'Francis Larson'}]",359,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/leif.jpg,Leif,"<p><strong>Leif</strong> is a software platform for income-based payments. Leif allows schools, bootcamps, charities, and financial institutions to have users commit a percentage of income towards their organization in lieu of paying fixed amounts. Leif uses advanced behavioural technology to increase customer adoption and lifetime value. </p>
<p><strong><br /></strong></p>
<p><strong>Francis Larson</strong> holds a master’s degree from the London School of Economics and was recently named to LinkedIn’s Next Wave 120 Under 35 list.</p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Exited', 'value': 'exited', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",https://leif.org/
51,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/lemnis.png,"[{'col1': 'Pierre-Yves Laffont', 'founderName': 'Pierre-Yves Laffont'}, {'col1': 'Ali Hasnain', 'founderName': 'Ali Hasnain'}]",361,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Lemnis.jpg,Lemnis Technologies,"<p><strong>Lemnis Technologies</strong> is making VR/AR viable as the next computing platform. Their patent pending technology aims to eliminate VR sickness by providing natural visual cues in 3D displays. This technology layer will be fundamental in every VR/AR headset in the next generation.</p>
<p><br /></p>
<p><strong>Pierre-Yves Laffont</strong> is an expert in Computer Vision and Computer Graphics. He was a postdoctoral researcher at ETH Zurich and Brown University, holds a PhD from INRIA, and visited MIT, UC Berkeley, and NTU. He has 13 international peer-reviewed publications.</p>
<p><br /></p>
<p><strong>Ali Hasnain</strong> has an award-winning PhD from NUS with a wide range of expertise in optics, imaging, medical devices and robotics. He has over 8 years of experience building multidisciplinary solutions both in academia and industry</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'AR/VR/Media', 'value': 'arVrMedia', 'selected': True}",http://www.lemnis.tech/
52,"{'label': 'EF5 (London)', 'value': 'ef5London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/LINGUMI.JPG,"[{'col1': 'Toby Mather', 'founderName': 'Toby Mather'}, {'col1': 'Adit Trivedi', 'founderName': 'Adit Trivedi'}]",368,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/lingumi.png,Lingumi,"<p><strong>Lingumi</strong> is a pre-school education company. They help children aged 2-6 around the world begin learning English using their subscription based app, Club Lingumi, and an ecosystem of complementary retail products.</p>
<p><br /></p>
<p>Pre-school children are the world's best language learners. Parents around the world want their children to learn English from infancy, but there are no affordable, effective solutions for parents who don't speak it themselves. </p>
<p><br /></p>
<p><strong>Toby Mather</strong> is a modern languages graduate from Oxford, a front-end web developer, and an experienced EFL teacher. He built visual language learning systems at Memrise, and worked in edtech at Emerge Education.</p>
<p><br /></p>
<p><strong>Adit Trivedi</strong> is a Computer Science graduate from UCL, a Unity developer, and has 7 years of backend development experience, working at companies like Hubble, Grapple, and JP Morgan.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Education', 'value': 'education', 'selected': True}",https://www.lingumi.com/
53,"{'label': 'EF6 (London)', 'value': 'ef6London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-1.31.38-PM.png,"[{'col1': 'Nick la Rooy', 'founderName': 'Nick la Rooy'}, {'col1': ' Gaetano Checinski', 'founderName': ' Gaetano Checinski'}]",370,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/LoopPerfect.png,LoopPerfect,"<p>Writing code in high-performance languages is a tedious process. After each change, developers need to close, recompile and restart their application to see the result. <strong>Loop Perfect</strong> is a just-in-time compiler that allows developers to apply changes to a running application instantly, enabling quick feedback loops and programming in real-time. </p>
<p><br /></p>
<p><strong>Nick La Rooy</strong> is a full-stack developer who joined EF from Barclays Capital. Previously he started a games company for which he won a BAFTA Ones to Watch award. He has an MA in Artificial Intelligence &amp; Philosophy from the University of Edinburgh.</p>
<p><br /></p>
<p><strong>Gaetano Checinski</strong> is a Software Architect with many years experience creating high-performance solutions for corporates using optimisation theory and open-source technologies.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Infrastructure/Dev Tools', 'value': 'infrastructureDevTools', 'selected': True}",http://www.loopperfect.com/
54,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Machine-Medicine.png,"[{'col1': ""Jonathan O'Keefe"", 'founderName': ""Jonathan O'Keefe""}, {'col1': 'Georgiana Petria', 'founderName': 'Georgiana Petria'}]",1632,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Machine-Medicine.png,Machine Medicine,"<p><strong>Machine Medicine</strong> uses computer vision to predict and prevent falls before they happen. Falls among elderly patients cost the NHS £2bn annually and £50bn in healthcare costs worldwide. A third of the falls are preventable with existing physiotherapy, but this it is not a cost effective option at scale. Machine Medcine analyses video data from CCTV systems in homes and hospitals in order to predict and prevent falls. We combine computer vision and clinical expertise to make prevention possible.</p>
<p><br /></p>
<p><strong>Jonathan O’Keefe </strong>is an Oxbridge trained doctor, neuroscientist, and machine learning engineer. He is currently a fellow in Neurology at UCLH and an academic at UCL. He has eight years of clinical experience, as well as an MSc in Machine Learning.<br /><br /></p>
<p><strong>Georgiana Petria</strong> has more than six years of experience in building video and computer vision products for major players such as Amazon. She holds an MSc in Computer Science from Ensimag and was previously the founder of an augmented reality startup.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://machinemedicine.com/
55,"{'label': 'EF3 (London)', 'value': 'ef3London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/magic-pony.png,"[{'col1': 'Rob Bishop', 'founderName': 'Rob Bishop'}, {'col1': 'Zehan Wang', 'founderName': 'Zehan Wang'}]",125,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/MPT.png,Magic Pony Technology,"<p><strong>Magic Pony Technology</strong> is a research-led software company developing new machine-learning based approaches to video enhancement, prediction and compression. They raised <a href=""https://techcrunch.com/2016/04/14/magic-ponys-neural-network-dreams-up-new-imagery-to-expand-an-existing-picture/"" target=""_blank"" rel=""noreferrer noopener"">one of Europe's largest seed rounds</a> in 2015, and their team includes PhDs from the top machine learning groups at Cambridge, Oxford, and Imperial. Rob was recently named one of <a href=""http://www.forbes.com/30-under-30-europe-2016/technology/#4c042fe2215b"" target=""_blank"" rel=""noreferrer noopener"">Forbes' ""30 Under 30""</a> in technology for 2016. </p>
<p>Just 18 months after they started Magic Pony Technology at EF, it was <a href=""https://techcrunch.com/2016/06/20/twitter-is-buying-magic-pony-technology-which-uses-neural-networks-to-improve-images/"">acquired by Twitter for a reported $150 million</a>.</p>
<p><br /></p>
<p><strong>Rob Bishop </strong>graduated from Imperial with a Master's degree in Electrical and Electronics Engineering, and was the first engineering employee at Raspberry Pi. He sold his first EF company Intelligent Spatial Positioning midway through EF.</p>
<p><br /></p>
<p><strong>Zehan Wang </strong>has a PhD in Computer Vision and Biomedical Image Analysis from Imperial, and previously started a company using computer vision to track skin conditions. Rob and Zehan met on EF.</p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Exited', 'value': 'exited', 'selected': True}","{'label': 'AR/VR/Media', 'value': 'arVrMedia', 'selected': True}",https://cortex.twitter.com/
56,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.38.31-AM.png,"[{'col1': 'Mathieu Johnsson', 'founderName': 'Mathieu Johnsson'}, {'col1': 'Charles Peurois', 'founderName': 'Charles Peurois'}]",372,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Marble.png,Marble,"<p><strong>Marble</strong> produces breakthrough unmanned electric aircraft to power the drone industry. We fill the gap between hobby and military systems, providing high performance and reliability to the industries that are leading the implementation of commercial applications like aerial delivery and personal transportation.</p>
<p><strong><br /></strong></p>
<p><strong>Mathieu Johnsson</strong> spent the last five years designing planes for the secretive Airbus Future Projects, leading the introduction of 3D printing on production aircraft, and hacking world speed record electric aircraft in his garage. He holds an MSc from Cranfield University and a skydiving licence.</p>
<p><strong><br /></strong></p>
<p><strong>Charles Peurois</strong> has worked in the R&amp;D lab of the World Championship winning Mercedes F1 team, developed computer tools for design and manufacture at Airbus and spent the last decade building and flying drones in his spare time. He holds an MEng from Imperial College and lands planes on the Alps' slopes.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Aerospace', 'value': 'aerospace', 'selected': True}",http://www.marble-aero.com/
57,"{'label': 'EF1 (London)', 'value': 'ef1London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1_170628_122624.jpg,"[{'col1': 'Max Bruner', 'founderName': 'Max Bruner'}, {'col1': 'Yuan Yang', 'founderName': 'Yuan Yang'}]",374,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/mavrx-logo.png,Mavrx,"<p><strong>Mavrx</strong> uses a network of planes and UAVs to collect high resolution imagery, and use image analysis to generate insights to maximise crop yields. We’re active in vineyards across North America and Africa.</p>
<p><strong><br /></strong></p>
<p><strong>Max Bruner</strong> holds an M.Phil. in Technology Policy &amp; Economics from the University of Cambridge and formerly served as a policy advisor to the U.S Department of Energy.</p>
<p><strong><br /></strong></p>
<p><strong>Yuan Gao</strong> holds MEng. from the University of Oxford and is co-founder of Universal Air Ltd – which led the development of mechatronics for education and research.</p>","{'label': 'Bay Area', 'value': 'bayArea', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Agriculture', 'value': 'agriculture', 'selected': True}",https://www.mavrx.co/
58,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Bhargav Sosale', 'founderName': 'Bhargav Sosale'}, {'col1': 'Florian Savoy', 'founderName': 'Florian Savoy'}]",1662,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Medios.png,Medios,"<p>Diabetic retinopathy is a common complication of diabetes affecting the eye. Diabetic patients go blind if untreated before noticeable symptoms occur. Screening for this disease is however massively inefficient. Diabetes doctors cannot detect this disease, and it requires scarce eye specialists. <strong>Medios Technologies</strong> builds deep learning software that enables every doctor to detect diabetic retinopathy in the absence of a specialist, allowing diabetes doctors to improve their practices and prevent blindness.</p>
<p><strong><br /></strong></p>
<p><strong>Bhargav Sosale</strong> is a software engineer and product designer from Nanyang Technological University. He has designed and built consumer products used by thousands and comes from a family of diabetes doctors.</p>
<p><strong><br /></strong></p>
<p><strong>Florian Savoy</strong> is computer vision and machine learning expert. He obtained his Master’s Degree form EFPL and has four years of research experience with the Advanced Digital Sciences Center, a Singapore based research lab of the University of Illinois.</p>
<p></p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",https://mediostech.com/
59,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Metis-Labs.png,"[{'col1': 'Alex Appelbe', 'founderName': 'Alex Appelbe'}, {'col1': 'Bashir Beikzadeh', 'founderName': 'Bashir Beikzadeh'}]",1620,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Metis-Labs.png,Metis Labs,"<p><strong>Metis Labs </strong>is general intelligence for industrial systems. We are using deep reinforcement learning to build the factory brain. We are starting by saving energy within processing factories and are working with one of the largest alcoholic beverage manufacturers in the world to reduce energy consumption in each of their factories by $2 million.</p>
<p><strong>Alex Appelbe </strong>is a mechanical engineer with a Master’s in Industrial Systems from Cambridge University.  He has 10 years of experience in the manufacturing sector. </p>
<p><strong>Bashir Beikzadeh </strong>has a degree in Electrical Engineering and a Master’s in Software Engineering from the University of Auckland. He has spent a number of years developing industrial IoT products.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Manufacturing/Industrial', 'value': 'manufacturingIndustrial', 'selected': True}",http://metislabs.tech/
60,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/microsec.png,"[{'col1': 'Vishram Mishra', 'founderName': 'Vishram Mishra'}, {'col1': 'Magzhan Ikram', 'founderName': 'Magzhan Ikram'}]",376,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Microsec.png,MicroSec,"<p><strong>MicroSec</strong> is bringing enterprise grade security to IoT and sensor networks. Their patent pending optimization techniques allow power and bandwidth constrained nodes to have enterprise level security as equivalent to any other Internet based system. MicroSec security design is network protocol agnostic allowing it to work on any communication technology.</p>
<p><strong><br /></strong></p>
<p><strong>Vishram Mishra</strong> is an award winning researcher and a certified information security professional. He has a PhD in wireless communication from NTU in the advance area of wireless communication. He has more than 8 years of experience in this area of security, network protocols and embedded systems.</p>
<p><br /></p>
<p><strong>Magzhan Ikram</strong> is a mathematician with a master's degree in applied mathematics and computer science from LMSU. He has several years of experience in the area of computational topology and deep learning on the platforms like super computers and embedded systems.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Security', 'value': 'security', 'selected': True}",https://www.usec.io/
61,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Migacore.png,"[{'col1': 'Abheer Kolhatkar', 'founderName': 'Abheer Kolhatkar'}, {'col1': 'George Brova', 'founderName': 'George Brova'}]",1629,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Migacore.png,Migacore,"<p><strong>Migacore</strong> enables travel companies to make sense of the plethora of news, social media, and event information available online. Using state of the art natural language processing, we can accurately harness this treasure trove of information to optimise pricing and marketing decisions. <br /></p>
<p><strong><br /></strong></p>
<p><strong>Abheer Kolhatkar </strong>has extensive experience in the aviation industry: he holds a BSc in Aeronautical Engineering, has worked as a commercial pilot, and also developed a pricing engine in private aviation.<br /><br /></p>
<p><strong>George Brova </strong>is an expert in information extraction, graph mining, and natural language processing. He has worked with big data technologies at Palantir and Google, as well as in revenue optimisation at Groupon.</p>
<p></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Aerospace', 'value': 'aerospace', 'selected': True}",https://migacore.com/
62,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Mobilus.png,"[{'col1': 'Jordan McRae', 'founderName': 'Jordan McRae'}]",1634,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Mobilus.png,Mobilus Labs,"<p><strong>MOBILUS Labs </strong>is a hands-free, ear-free voice platform. MOBILUS uses breakthrough technology in voice recognition, bone conduction, and hybrid networking to deliver a frictionless voice experience for groups of any size, at any range, and in any environment. Nothing in your ears. Nothing in your hands.<br /></p>
<p><strong><br /></strong></p>
<p><strong>Jordan McRae</strong> has a BSc and an MSc in space and ocean robotics from MIT and Stanford University respectively and has built complex hardware/software systems for companies including Lockheed Martin. He also has more than 10 years of entrepreneurial experience focussed on new innovations in voice communication in extreme environments.</p>
<p></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Robotics/IoT', 'value': 'roboticsIot', 'selected': True}",http://mobiluslabs.com/
63,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/movel.png,"[{'col1': 'Abhishek Gupta', 'founderName': 'Abhishek Gupta'}, {'col1': 'Haoyu Bai', 'founderName': 'Haoyu Bai'}, {'col1': 'Zhan Wei Lim', 'founderName': 'Zhan Wei Lim'}]",378,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Movel.jpg,Movel AI,"<p><strong>Movel AI</strong> is the next generation robot navigation software platform. We use computer vision, deep learning, and sensor fusion for robot navigation. Our technology makes robot work in places that not possible before.</p>
<p><strong><br /></strong></p>
<p><strong>Abhishek Gupta</strong> is a serial entrepreneur holding a Master's degree in Embedded Systems from NTU. He was a leading researcher at SUTD who designed self-driving bicycles and solar-powered robots.</p>
<p><strong><br /></strong></p>
<p><strong>Haoyu Bai</strong> completed his PhD in Computer Science from NUS. He has more than ten years experience in AI and robotics. He developed powerful AI algorithms making aircraft collision avoidance systems 100 times safer, and self-driving car navigation system that can understand human behavior.</p>
<p><strong><br /></strong></p>
<p><strong>Zhan Wei Lim</strong> completed his PhD in Computer Science from the National University of Singapore, where he designed path planning algorithms for efficient UAV search and rescue. He's completed groundbreaking research in incorporating active learning with Bayesian reinforcement learning. </p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Robotics/IoT', 'value': 'roboticsIot', 'selected': True}",http://movel.ai/
64,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.28.57-AM.png,"[{'col1': 'Vivek Madlani', 'founderName': 'Vivek Madlani'}, {'col1': 'Michael Curtis', 'founderName': 'Michael Curtis'}]",380,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Multiply.png,Multiply,"<p><strong>Multiply</strong> provides interactive, adaptive personalised financial plans with specific product recommendations across people’s entire financial world: savings, investments, protection and mortgages. We fully automate generating the plans by combining complex financial modeling techniques and machine learning and will make putting the plans into action totally seamless and free. </p>
<p><br /></p>
<p><strong>Vivek Madlani</strong> spent 12 years in finance at Lehman Brothers and RBS, where he built a trading business with £110m in annual revenues, designed and distributed products into the UK retail space and learnt all about the best aspects of advice. </p>
<p><br /></p>
<p><strong>Michael Curtis</strong> has a PhD from Cambridge simulating black holes where he also led production and design at Varsity newspaper. He has been building web-apps since he was 12 and is an award winning communicator.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Finance', 'value': 'finance', 'selected': True}",http://www.multiply.ai/
